Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Price_log,Type_Lumped,Make_Lumped,Region_Lumped,Car_Age,is_classic,car_class,Mileage_per_Age,Price_Deviation_by_Make,Car_Age_Sq
Land Cruiser,Abha,Toyota,Manual,Gulf Arabic,Semi Full,2008,4.6,260,True,4295.0,8.3654396361887,Land Cruiser,Toyota,Other,17,0,Standard,14.444444444444445,-49374.55705173636,289
Accord,Riyadh,Honda,Automatic,Saudi,Full,2008,1.0,400000,True,4230.0,8.350193650720067,Accord,Honda,Riyadh,17,0,Standard,22222.222222222223,-45154.782608695656,289
Patrol,Riyadh,Nissan,Automatic,Unknown,Full,2008,4.0,44000,True,4370.0,8.382747094863314,Patrol,Nissan,Riyadh,17,0,Standard,2444.4444444444443,-34575.520833333336,289
Land Cruiser,Jazan,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,2000,True,4330.0,8.373553741214627,Land Cruiser,Toyota,Other,4,0,Standard,400.0,-49374.55705173636,16
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2015,3.5,199,True,4390.0,8.387312270561717,Taurus,Ford,Riyadh,10,0,Standard,18.09090909090909,-37644.53728489484,100
H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2012,2.4,10700,True,4425.0,8.395251520610994,Other,Hyundai,Riyadh,13,0,Standard,764.2857142857143,-34998.635658914725,169
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2013,5.7,216000,True,4255.0,8.35608503102148,Other,Other,Riyadh,12,0,Standard,16615.384615384617,-49380.0,144
Pajero,Riyadh,Mitsubishi,Manual,Other,Standard,2003,3.5,137000,True,4365.0,8.38160253710989,Other,Mitsubishi,Riyadh,22,0,Standard,5956.521739130435,-41731.18279569892,484
Other,Taef,Ford,Manual,Saudi,Standard,2015,1.0,19047,True,4415.0,8.392989587956931,Other,Ford,Taef,10,0,Standard,1731.5454545454545,-37644.53728489484,100
Optima,Hail,Kia,Automatic,Other,Semi Full,2014,2.4,170,True,4395.0,8.388450315523512,Other,Kia,Other,11,0,Standard,14.166666666666666,-32269.628099173555,121
Symbol,Dammam,Renault,Automatic,Saudi,Standard,2020,1.6,37600,True,4395.0,8.388450315523512,Other,Other,Dammam,5,0,Standard,6266.666666666667,-19750.0,25
Optima,Jubail,Kia,Automatic,Saudi,Semi Full,2020,2.4,69000,True,4320.0,8.371242135931933,Other,Kia,Other,5,0,Standard,11500.0,-32269.628099173555,25
Accent,Riyadh,Hyundai,Manual,Saudi,Standard,2012,1.6,279000,True,4245.0,8.353732642263202,Accent,Hyundai,Riyadh,13,0,Standard,19928.571428571428,-34998.635658914725,169
Beetle,Qassim,Volkswagen,Automatic,Gulf Arabic,Full,2015,2.0,113,True,4435.0,8.397508348470257,Other,Other,Qassim,10,0,Standard,10.272727272727273,-38136.36363636364,100
Elantra,Aseer,Hyundai,Manual,Gulf Arabic,Standard,2014,1.6,46000,True,4365.0,8.38160253710989,Elantra,Hyundai,Aseer,11,0,Standard,3833.3333333333335,-34998.635658914725,121
Hilux,Wadi Dawasir,Toyota,Manual,Saudi,Full,2012,2.7,219520,True,4190.0,8.340694647925071,Hilux,Toyota,Other,13,0,Standard,15680.0,-49374.55705173636,169
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,2.7,169000,True,4225.0,8.349011198176003,Furniture,Toyota,Dammam,11,0,Standard,14083.333333333334,-49374.55705173636,121
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2016,2.0,29000,True,4350.0,8.37816098272068,Taurus,Ford,Dammam,9,0,Standard,2900.0,-37644.53728489484,81
A8,Dammam,Audi,Automatic,Saudi,Full,2016,6.3,62000,True,4300.0,8.366602832783736,Other,Other,Dammam,9,0,Premium,6200.0,-83184.21052631579,81
MKX,Riyadh,Lincoln,Automatic,Saudi,Full,2011,3.5,240000,True,4290.0,8.364275084991524,Other,Other,Riyadh,14,0,Premium,16000.0,-41843.75,196
D'max,Jeddah,Suzuki,Manual,Saudi,Standard,2013,1.1,339000,True,4325.0,8.372398606513004,Other,Other,Jeddah,12,0,Standard,26076.923076923078,-14062.5,144
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Semi Full,2016,4.0,165684,True,4225.0,8.349011198176003,Land Cruiser,Toyota,Qassim,9,0,Standard,16568.4,-49374.55705173636,81
Camry,Jeddah,Toyota,Automatic,Saudi,Full,2003,2.5,600000,True,4190.0,8.340694647925071,Camry,Toyota,Jeddah,22,0,Standard,26086.956521739132,-49374.55705173636,484
LX,Qassim,Lexus,Automatic,Saudi,Full,2018,5.7,100000,True,4305.0,8.367764677924308,Other,Lexus,Qassim,7,0,Premium,12500.0,-116461.71171171172,49
Hilux,Qassim,Toyota,Automatic,Gulf Arabic,Semi Full,2014,2.7,249000,True,4230.0,8.350193650720067,Hilux,Toyota,Qassim,11,0,Standard,20750.0,-49374.55705173636,121
Land Cruiser,Tabouk,Toyota,Automatic,Saudi,Full,2016,4.8,70000,True,4280.0,8.361941906144946,Land Cruiser,Toyota,Tabouk,9,0,Standard,7000.0,-49374.55705173636,81
Pathfinder,Riyadh,Nissan,Manual,Saudi,Standard,2002,3.3,470,True,4405.0,8.39072252736229,Other,Nissan,Riyadh,23,0,Standard,19.583333333333332,-34575.520833333336,529
Fusion,Dammam,Ford,Automatic,Gulf Arabic,Standard,2014,2.5,283000,True,4305.0,8.367764677924308,Other,Ford,Dammam,11,0,Standard,23583.333333333332,-37644.53728489484,121
Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2007,5.3,315,True,4370.0,8.382747094863314,Expedition,Ford,Riyadh,18,0,Standard,16.57894736842105,-37644.53728489484,324
CX9,Al-Medina,Mazda,Automatic,Saudi,Standard,2021,2.5,3800,True,4400.0,8.38958706681109,Other,Mazda,Al-Medina,4,0,Standard,760.0,-47220.47244094488,16
Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2017,3.2,122000,True,4360.0,8.380456667842767,Other,Mitsubishi,Qassim,8,0,Standard,13555.555555555555,-41731.18279569892,64
FJ,Riyadh,Toyota,Automatic,Saudi,Standard,2012,4.0,373000,True,4300.0,8.366602832783736,Other,Toyota,Riyadh,13,0,Standard,26642.85714285714,-49374.55705173636,169
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,2.5,78000,True,4340.0,8.375860015299594,Other,Chevrolet,Riyadh,9,0,Standard,7800.0,-43863.534675615214,81
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.4,283100,True,4305.0,8.367764677924308,Other,Hyundai,Riyadh,9,0,Standard,28310.0,-34998.635658914725,81
Ranger,Riyadh,Ford,Manual,Other,Full,2015,1.5,7000,True,4455.0,8.40200678160712,Other,Ford,Riyadh,10,0,Standard,636.3636363636364,-37644.53728489484,100
Land Cruiser,Aseer,Toyota,Manual,Saudi,Semi Full,2003,4.6,495000,True,4170.0,8.335911094196945,Land Cruiser,Toyota,Aseer,22,0,Standard,21521.739130434784,-49374.55705173636,484
Ram,Jeddah,Dodge,Automatic,Saudi,Full,2019,5.7,45000,True,4320.0,8.371242135931933,Other,Dodge,Jeddah,6,0,Standard,6428.571428571428,-52826.086956521736,36
Delta,Al-Ahsa,Daihatsu,Manual,Saudi,Standard,2013,3.7,100000,True,4375.0,8.383890344101816,Other,Other,Al-Ahsa,12,0,Standard,7692.307692307692,-15333.333333333334,144
Sentra,Jeddah,Nissan,Automatic,Saudi,Standard,2020,1.6,25000,True,4400.0,8.38958706681109,Other,Nissan,Jeddah,5,0,Standard,4166.666666666667,-34575.520833333336,25
Echo,Jeddah,Toyota,Manual,Other,Standard,2004,1.5,488000,True,4270.0,8.359603270841466,Other,Toyota,Jeddah,21,0,Standard,22181.81818181818,-49374.55705173636,441
Elantra,Riyadh,Hyundai,Manual,Saudi,Standard,2001,1.6,372,True,4355.0,8.37930948405285,Elantra,Hyundai,Riyadh,24,0,Standard,14.88,-34998.635658914725,576
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016,5.4,50000,True,4365.0,8.38160253710989,Expedition,Ford,Riyadh,9,0,Standard,5000.0,-37644.53728489484,81
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2020,3.5,31124,True,4400.0,8.38958706681109,Other,Toyota,Riyadh,5,0,Standard,5187.333333333333,-49374.55705173636,25
H1,Al-Jouf,Hyundai,Manual,Gulf Arabic,Full,2015,4.5,105000,True,4335.0,8.374707543119483,Other,Hyundai,Other,10,0,Standard,9545.454545454546,-34998.635658914725,100
Furniture,Khobar,Toyota,Automatic,Saudi,Full,2014,1.5,265560,True,4190.0,8.340694647925071,Furniture,Toyota,Other,11,0,Standard,22130.0,-49374.55705173636,121
Ciocca,Qurayyat,Toyota,Automatic,Saudi,Standard,2016,5.7,207382,True,4230.0,8.350193650720067,Other,Toyota,Other,9,0,Standard,20738.2,-49374.55705173636,81
Cadenza,Jeddah,Kia,Automatic,Saudi,Semi Full,2015,3.3,160000,True,4295.0,8.3654396361887,Other,Kia,Jeddah,10,0,Standard,14545.454545454546,-32269.628099173555,100
C300,Riyadh,Chrysler,Automatic,Saudi,Semi Full,2015,5.7,74000,True,4340.0,8.375860015299594,Other,Other,Riyadh,10,0,Standard,6727.272727272727,-49380.0,100
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.5,70000,True,4395.0,8.388450315523512,Other,Mitsubishi,Riyadh,9,0,Standard,7000.0,-41731.18279569892,81
E,Riyadh,Mercedes,Automatic,Other,Standard,2019,2.0,28000,True,4450.0,8.400884069015854,Other,Mercedes,Riyadh,6,0,Standard,4000.0,-125968.88888888889,36
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,6.2,48000,True,4310.0,8.368925174747135,Yukon,GMC,Riyadh,10,0,Standard,4363.636363636364,-45936.28158844765,100
Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2018,3.6,61000,True,4375.0,8.383890344101816,Other,Other,Riyadh,7,0,Standard,7625.0,-63481.48148148148,49
Sonata,Hail,Hyundai,Automatic,Other,Standard,2015,1.0,93647,True,4305.0,8.367764677924308,Sonata,Hyundai,Other,10,0,Standard,8513.363636363636,-34998.635658914725,100
ZS,Taef,MG,Automatic,Saudi,Standard,2020,1.5,9300,True,4395.0,8.388450315523512,Other,Other,Taef,5,0,Standard,1550.0,-44472.22222222222,25
Yaris,Makkah,Toyota,Automatic,Saudi,Full,2015,1.5,163,True,4400.0,8.38958706681109,Other,Toyota,Makkah,10,0,Standard,14.818181818181818,-49374.55705173636,100
Avanza,Al-Baha,Toyota,Automatic,Saudi,Semi Full,2017,1.6,38500,True,4360.0,8.380456667842767,Other,Toyota,Other,8,0,Standard,4277.777777777777,-49374.55705173636,64
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2008,5.3,160000,True,4215.0,8.346642090221199,Yukon,GMC,Riyadh,17,0,Standard,8888.888888888889,-45936.28158844765,289
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,111000,True,4320.0,8.371242135931933,Elantra,Hyundai,Riyadh,9,0,Standard,11100.0,-34998.635658914725,81
Land Cruiser,Jazan,Toyota,Automatic,Saudi,Full,2002,4.6,4000,True,4285.0,8.363109176033522,Land Cruiser,Toyota,Other,23,0,Standard,166.66666666666666,-49374.55705173636,529
500,Riyadh,Fiat,Automatic,Saudi,Full,2021,1.4,800,True,4450.0,8.400884069015854,Other,Other,Riyadh,4,0,Standard,160.0,-54714.28571428572,16
Datsun,Al-Ahsa,Nissan,Manual,Saudi,Full,2016,2.4,121122,True,4335.0,8.374707543119483,Other,Nissan,Al-Ahsa,9,0,Standard,12112.2,-34575.520833333336,81
Accent,Riyadh,Hyundai,Automatic,Other,Semi Full,2010,1.6,240,True,4395.0,8.388450315523512,Accent,Hyundai,Riyadh,15,0,Standard,15.0,-34998.635658914725,225
Hilux,Najran,Toyota,Manual,Saudi,Full,2014,2.7,299,True,4330.0,8.373553741214627,Hilux,Toyota,Other,11,0,Standard,24.916666666666668,-49374.55705173636,121
Optima,Hafar Al-Batin,Kia,Automatic,Other,Semi Full,2009,2.4,183,True,4365.0,8.38160253710989,Other,Kia,Other,16,0,Standard,10.764705882352942,-32269.628099173555,256
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.6,152000,True,4250.0,8.35490952835879,Land Cruiser,Toyota,Riyadh,9,0,Standard,15200.0,-49374.55705173636,81
Victoria,Taef,Ford,Automatic,Other,Semi Full,2011,4.6,190000,True,4290.0,8.364275084991524,Other,Ford,Taef,14,0,Standard,12666.666666666666,-37644.53728489484,196
Land Cruiser Pickup,Aseer,Toyota,Manual,Unknown,Full,2013,4.0,270000,True,4280.0,8.361941906144946,Other,Toyota,Aseer,12,0,Standard,20769.23076923077,-49374.55705173636,144
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,91000,True,4330.0,8.373553741214627,Taurus,Ford,Riyadh,10,0,Standard,8272.727272727272,-37644.53728489484,100
Marquis,Al-Baha,Ford,Automatic,Saudi,Standard,2003,4.6,450000,True,4225.0,8.349011198176003,Other,Ford,Other,22,0,Standard,19565.217391304348,-37644.53728489484,484
Civic,Al-Ahsa,Honda,Automatic,Saudi,Full,2020,1.6,60000,True,4335.0,8.374707543119483,Other,Honda,Al-Ahsa,5,0,Standard,10000.0,-45154.782608695656,25
Caprice,Tabouk,Chevrolet,Automatic,Saudi,Standard,2006,3.8,25000,True,4350.0,8.37816098272068,Other,Chevrolet,Tabouk,19,0,Standard,1250.0,-43863.534675615214,361
Tahoe,Arar,Chevrolet,Automatic,Saudi,Standard,2020,5.3,26500,True,4290.0,8.364275084991524,Tahoe,Chevrolet,Other,5,0,Standard,4416.666666666667,-43863.534675615214,25
Optima,Khobar,Kia,Automatic,Gulf Arabic,Standard,2020,2.4,73000,True,4345.0,8.377011160816375,Other,Kia,Other,5,0,Standard,12166.666666666666,-32269.628099173555,25
Land Cruiser,Besha,Toyota,Automatic,Saudi,Full,2019,4.6,32000,True,4305.0,8.367764677924308,Land Cruiser,Toyota,Other,6,0,Standard,4571.428571428572,-49374.55705173636,36
Camry,Qassim,Toyota,Manual,Saudi,Semi Full,2001,1.4,500,True,4340.0,8.375860015299594,Camry,Toyota,Qassim,24,0,Standard,20.0,-49374.55705173636,576
Hilux,Tabouk,Toyota,Manual,Saudi,Full,2018,2.7,220000,True,4205.0,8.344267356262645,Hilux,Toyota,Tabouk,7,0,Standard,27500.0,-49374.55705173636,49
Camry,Riyadh,Toyota,Manual,Other,Standard,2003,2.5,100000,True,4365.0,8.38160253710989,Camry,Toyota,Riyadh,22,0,Standard,4347.826086956522,-49374.55705173636,484
Dyna,Dammam,Isuzu,Manual,Saudi,Standard,2016,3.0,101000,True,4340.0,8.375860015299594,Other,Other,Dammam,9,0,Standard,10100.0,-34340.0,81
Land Cruiser Pickup,Tabouk,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,66000,True,4360.0,8.380456667842767,Other,Toyota,Tabouk,10,0,Standard,6000.0,-49374.55705173636,100
3,Riyadh,Mazda,Automatic,Other,Standard,2015,1.6,225749,True,4325.0,8.372398606513004,Other,Mazda,Riyadh,10,0,Standard,20522.636363636364,-47220.47244094488,100
Victoria,Riyadh,Ford,Automatic,Other,Full,1999,4.6,300000,True,4285.0,8.363109176033522,Other,Ford,Riyadh,26,1,Standard,11111.111111111111,-37644.53728489484,676
CLA,Jeddah,Mercedes,Automatic,Saudi,Full,2017,3.0,90000,True,4345.0,8.377011160816375,Other,Mercedes,Jeddah,8,0,Standard,10000.0,-125968.88888888889,64
Odyssey,Riyadh,Honda,Automatic,Saudi,Standard,2016,3.5,166000,True,4315.0,8.370084326378025,Other,Honda,Riyadh,9,0,Standard,16600.0,-45154.782608695656,81
Tahoe,Khobar,Chevrolet,Automatic,Saudi,Semi Full,2015,5.3,185000,True,4165.0,8.334711621820917,Tahoe,Chevrolet,Other,10,0,Standard,16818.18181818182,-43863.534675615214,100
Marquis,Aseer,Ford,Automatic,Other,Full,2008,2.0,456300,True,4270.0,8.359603270841466,Other,Ford,Aseer,17,0,Standard,25350.0,-37644.53728489484,289
Azera,Qassim,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,90000,True,4340.0,8.375860015299594,Other,Hyundai,Qassim,7,0,Standard,11250.0,-34998.635658914725,49
Odyssey,Jeddah,Honda,Automatic,Saudi,Full,1999,2.5,300000,True,4240.0,8.352554369474591,Other,Honda,Jeddah,26,1,Standard,11111.111111111111,-45154.782608695656,676
Fusion,Dammam,Ford,Automatic,Saudi,Semi Full,2016,2.5,2000,True,4405.0,8.39072252736229,Other,Ford,Dammam,9,0,Standard,200.0,-37644.53728489484,81
CS95,Dammam,Changan,Automatic,Saudi,Semi Full,2020,2.0,22058,True,4390.0,8.387312270561717,Other,Other,Dammam,5,0,Standard,3676.3333333333335,-32430.555555555555,25
Sonata,Riyadh,Hyundai,Automatic,Other,Semi Full,2016,2.2,165,True,4400.0,8.38958706681109,Sonata,Hyundai,Riyadh,9,0,Standard,16.5,-34998.635658914725,81
Land Cruiser,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2019,4.6,35000,True,4305.0,8.367764677924308,Land Cruiser,Toyota,Other,6,0,Standard,5000.0,-49374.55705173636,36
Taurus,Al-Medina,Ford,Automatic,Saudi,Full,2017,3.5,147000,True,4245.0,8.353732642263202,Taurus,Ford,Al-Medina,8,0,Standard,16333.333333333334,-37644.53728489484,64
SRT,Riyadh,Chrysler,Automatic,Other,Full,2012,1.9,237,True,4455.0,8.40200678160712,Other,Other,Riyadh,13,0,Standard,16.928571428571427,-49380.0,169
Suburban,Makkah,Chevrolet,Automatic,Saudi,Standard,2015,1.6,248,True,4325.0,8.372398606513004,Suburban,Chevrolet,Makkah,10,0,Standard,22.545454545454547,-43863.534675615214,100
Taurus,Jeddah,Ford,Automatic,Other,Semi Full,2016,3.2,108000,True,4320.0,8.371242135931933,Taurus,Ford,Jeddah,9,0,Standard,10800.0,-37644.53728489484,81
Explorer,Riyadh,Ford,Automatic,Saudi,Semi Full,2009,3.5,270000,True,4275.0,8.360773272144936,Other,Ford,Riyadh,16,0,Standard,15882.35294117647,-37644.53728489484,256
ES,Hail,Lexus,Automatic,Gulf Arabic,Full,2002,3.5,428000,True,4185.0,8.339500903005945,ES,Lexus,Other,23,0,Premium,17833.333333333332,-116461.71171171172,529
ES,Riyadh,Lexus,Automatic,Saudi,Standard,2021,3.5,7050,True,4380.0,8.385032287813898,ES,Lexus,Riyadh,4,0,Premium,1410.0,-116461.71171171172,16
Traverse,Riyadh,Chevrolet,Automatic,Saudi,Standard,2012,3.6,180000,True,4280.0,8.361941906144946,Other,Chevrolet,Riyadh,13,0,Standard,12857.142857142857,-43863.534675615214,169
Suburban,Aseer,GMC,Automatic,Saudi,Full,1990,5.3,227,True,4325.0,8.372398606513004,Suburban,GMC,Aseer,35,1,Standard,6.305555555555555,-45936.28158844765,1225
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2012,5.3,273000,True,4210.0,8.345455428161928,Yukon,GMC,Dammam,13,0,Standard,19500.0,-45936.28158844765,169
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2016,3.6,43000,True,4420.0,8.394121193826242,Other,Dodge,Riyadh,9,0,Standard,4300.0,-52826.086956521736,81
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2017,4.0,95000,True,4365.0,8.38160253710989,Other,Toyota,Riyadh,8,0,Standard,10555.555555555555,-49374.55705173636,64
Hilux,Al-Ahsa,Toyota,Manual,Other,Semi Full,2014,2.7,240000,True,4225.0,8.349011198176003,Hilux,Toyota,Al-Ahsa,11,0,Standard,20000.0,-49374.55705173636,121
Range Rover,Dammam,Land Rover,Automatic,Saudi,Standard,2020,5.0,42000,True,4290.0,8.364275084991524,Range Rover,Land Rover,Dammam,5,0,Premium,7000.0,-188570.5128205128,25
Corolla,Taef,Toyota,Manual,Saudi,Standard,2013,1.6,277000,True,4215.0,8.346642090221199,Corolla,Toyota,Taef,12,0,Standard,21307.69230769231,-49374.55705173636,144
Nexon,Jeddah,Tata,Manual,Saudi,Standard,2016,2.2,256000,True,4310.0,8.368925174747135,Other,Other,Jeddah,9,0,Standard,25600.0,0.0,81
Sierra,Dammam,GMC,Automatic,Saudi,Full,2017,5.3,245000,True,4250.0,8.35490952835879,Other,GMC,Dammam,8,0,Standard,27222.222222222223,-45936.28158844765,64
ES,Qassim,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,64000,True,4315.0,8.370084326378025,ES,Lexus,Qassim,7,0,Premium,8000.0,-116461.71171171172,49
Hilux,Besha,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,320,True,4340.0,8.375860015299594,Hilux,Toyota,Other,9,0,Standard,32.0,-49374.55705173636,81
Datsun,Hail,Nissan,Manual,Gulf Arabic,Semi Full,1993,2.4,533000,True,4240.0,8.352554369474591,Other,Nissan,Other,32,1,Standard,16151.515151515152,-34575.520833333336,1024
Caprice,Jeddah,Chevrolet,Automatic,Saudi,Standard,2015,6.0,262,True,4345.0,8.377011160816375,Other,Chevrolet,Jeddah,10,0,Standard,23.818181818181817,-43863.534675615214,100
Camry,Jeddah,Toyota,Automatic,Other,Full,2000,3.0,169,True,4355.0,8.37930948405285,Camry,Toyota,Jeddah,25,0,Standard,6.5,-49374.55705173636,625
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,2.0,138000,True,4360.0,8.380456667842767,Other,Kia,Riyadh,11,0,Standard,11500.0,-32269.628099173555,121
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2014,1.0,118,True,4405.0,8.39072252736229,Expedition,Ford,Riyadh,11,0,Standard,9.833333333333334,-37644.53728489484,121
Seven,Al-Ahsa,Changan,Automatic,Saudi,Standard,2022,1.5,460,True,4415.0,8.392989587956931,Other,Other,Al-Ahsa,3,0,Standard,115.0,-32430.555555555555,9
Camry,Al-Ahsa,Toyota,Manual,Saudi,Standard,2002,2.5,239259,True,4180.0,8.338305731356565,Camry,Toyota,Al-Ahsa,23,0,Standard,9969.125,-49374.55705173636,529
Land Cruiser,Abha,Toyota,Automatic,Saudi,Semi Full,2006,4.5,69000,True,4290.0,8.364275084991524,Land Cruiser,Toyota,Other,19,0,Standard,3450.0,-49374.55705173636,361
Suburban,Riyadh,GMC,Automatic,Saudi,Standard,2003,5.3,472000,True,4205.0,8.344267356262645,Suburban,GMC,Riyadh,22,0,Standard,20521.739130434784,-45936.28158844765,484
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011,6.2,328000,True,4185.0,8.339500903005945,Yukon,GMC,Riyadh,14,0,Standard,21866.666666666668,-45936.28158844765,196
Coupe,Riyadh,Hyundai,Automatic,Saudi,Full,2014,3.8,127000,True,4360.0,8.380456667842767,Other,Hyundai,Riyadh,11,0,Standard,10583.333333333334,-34998.635658914725,121
Sportage,Makkah,Kia,Automatic,Saudi,Standard,2019,2.0,93000,True,4350.0,8.37816098272068,Other,Kia,Makkah,6,0,Standard,13285.714285714286,-32269.628099173555,36
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2013,8.0,200000,True,4205.0,8.344267356262645,Land Cruiser,Toyota,Dammam,12,0,Standard,15384.615384615385,-49374.55705173636,144
Hilux,Al-Medina,Toyota,Manual,Saudi,Full,2016,1.1,179,True,4360.0,8.380456667842767,Hilux,Toyota,Al-Medina,9,0,Standard,17.9,-49374.55705173636,81
Explorer,Riyadh,Ford,Automatic,Other,Semi Full,2010,3.5,390000,True,4320.0,8.371242135931933,Other,Ford,Riyadh,15,0,Standard,24375.0,-37644.53728489484,225
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,23000,True,4370.0,8.382747094863314,Patrol,Nissan,Riyadh,4,0,Standard,4600.0,-34575.520833333336,16
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2013,3.6,400,True,4435.0,8.397508348470257,Other,Dodge,Riyadh,12,0,Standard,30.76923076923077,-52826.086956521736,144
Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Semi Full,2021,5.7,100,True,4375.0,8.383890344101816,Other,Other,Jeddah,4,0,Standard,20.0,-63481.48148148148,16
Camry,Riyadh,Toyota,Manual,Saudi,Standard,2011,2.5,200000,True,4250.0,8.35490952835879,Camry,Toyota,Riyadh,14,0,Standard,13333.333333333334,-49374.55705173636,196
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,1.5,216,True,4385.0,8.386172928977834,Taurus,Ford,Riyadh,12,0,Standard,16.615384615384617,-37644.53728489484,144
Patrol,Riyadh,Nissan,Manual,Saudi,Standard,2007,4.5,450,True,4355.0,8.37930948405285,Patrol,Nissan,Riyadh,18,0,Standard,23.68421052631579,-34575.520833333336,324
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2008,4.0,210000,True,4220.0,8.347827345782498,Furniture,Toyota,Riyadh,17,0,Standard,11666.666666666666,-49374.55705173636,289
Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2011,5.3,188000,True,4220.0,8.347827345782498,Yukon,GMC,Jeddah,14,0,Standard,12533.333333333334,-45936.28158844765,196
Yukon,Aseer,GMC,Automatic,Saudi,Full,2020,5.3,19400,True,4325.0,8.372398606513004,Yukon,GMC,Aseer,5,0,Standard,3233.3333333333335,-45936.28158844765,25
FJ,Jeddah,Toyota,Automatic,Saudi,Full,2016,4.0,138000,True,4340.0,8.375860015299594,Other,Toyota,Jeddah,9,0,Standard,13800.0,-49374.55705173636,81
E,Riyadh,Mercedes,Automatic,Saudi,Standard,2014,2.0,145000,True,4320.0,8.371242135931933,Other,Mercedes,Riyadh,11,0,Standard,12083.333333333334,-125968.88888888889,121
Pathfinder,Qassim,Nissan,Automatic,Saudi,Standard,2014,3.5,111000,True,4345.0,8.377011160816375,Other,Nissan,Qassim,11,0,Standard,9250.0,-34575.520833333336,121
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,189000,True,4240.0,8.352554369474591,Hilux,Toyota,Dammam,8,0,Standard,21000.0,-49374.55705173636,64
Sentra,Al-Medina,Nissan,Automatic,Saudi,Semi Full,2016,1.6,200000,True,4275.0,8.360773272144936,Other,Nissan,Al-Medina,9,0,Standard,20000.0,-34575.520833333336,81
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2009,5.3,272000,True,4145.0,8.329899292995725,Tahoe,Chevrolet,Dammam,16,0,Standard,16000.0,-43863.534675615214,256
Marquis,Jeddah,Ford,Automatic,Other,Full,2007,4.6,300,True,4400.0,8.38958706681109,Other,Ford,Jeddah,18,0,Standard,15.789473684210526,-37644.53728489484,324
FJ,Al-Baha,Toyota,Manual,Gulf Arabic,Full,2014,4.0,208,True,4395.0,8.388450315523512,Other,Toyota,Other,11,0,Standard,17.333333333333332,-49374.55705173636,121
Land Cruiser,Al-Ahsa,Toyota,Manual,Gulf Arabic,Full,2006,4.6,38000,True,4320.0,8.371242135931933,Land Cruiser,Toyota,Al-Ahsa,19,0,Standard,1900.0,-49374.55705173636,361
RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2002,3.5,333,True,4410.0,8.39185670010494,Other,Lexus,Jeddah,23,0,Premium,13.875,-116461.71171171172,529
Land Cruiser,Al-Jouf,Toyota,Automatic,Saudi,Full,2016,5.7,212000,True,4165.0,8.334711621820917,Land Cruiser,Toyota,Other,9,0,Standard,21200.0,-49374.55705173636,81
Land Cruiser,Najran,Toyota,Automatic,Gulf Arabic,Full,2013,4.6,260,True,4330.0,8.373553741214627,Land Cruiser,Toyota,Other,12,0,Standard,20.0,-49374.55705173636,144
